entity_id,name,area,device,platform,domain,disabled,hidden
sensor.garmin_connect_highly_active_time,Highly active time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hill_score,Hill score,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hoki,Hoki,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hrv_baseline,HRV baseline,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hrv_last_night_5_min_high,HRV last night 5-min high,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hrv_last_night_average,HRV last night average,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hrv_status,HRV status,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hrv_weekly_average,HRV weekly average,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hydration,Hydration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hydration_activity_intake,Hydration activity intake,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hydration_daily_average,Hydration daily average,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hydration_goal,Hydration goal,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_hydration_sweat_loss,Hydration sweat loss,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_intensity_minutes,Intensity minutes,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_intensity_minutes_goal,Intensity minutes goal,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_lactate_threshold_heart_rate,Lactate threshold heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_lactate_threshold_speed,Lactate threshold speed,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_activities,Last activities,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_activity,Last activity,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_activity_route,Last activity route,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_synced,Last synced,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_workout,Last workout,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_last_workouts,Last workouts,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_latest_respiration,Latest respiration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_latest_respiration_time,Latest respiration time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_latest_spo2,Latest SpO2,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_latest_spo2_time,Latest SpO2 time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_light_sleep,Light sleep,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_low_stress_duration,Low stress duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_low_stress_percentage,Low stress percentage,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_lowest_respiration,Lowest respiration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_lowest_spo2,Lowest SpO2,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_max_average_heart_rate,Max average heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_max_heart_rate,Max heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_max_stress_level,Max stress level,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_medium_stress_duration,Medium stress duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_medium_stress_percentage,Medium stress percentage,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_menstrual_cycle_day,Menstrual cycle day,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_cycle_phase,Menstrual cycle phase,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_cycle_start,Menstrual cycle start,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_cycle_type,Menstrual cycle type,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_days_until_next_phase,Menstrual days until next phase,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_fertile_window_end,Menstrual fertile window end,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_fertile_window_start,Menstrual fertile window start,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_next_predicted_cycle_start,Menstrual next predicted cycle start,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_menstrual_period_length,Menstrual period length,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_metabolic_age,Metabolic age,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_min_average_heart_rate,Min average heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_min_heart_rate,Min heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_moderate_intensity_minutes,Moderate intensity minutes,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_morning_training_readiness,Morning training readiness,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_muscle_mass,Muscle mass,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_nap_time,Nap time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_next_alarm,Next alarm,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_nutrition_calorie_goal,Nutrition calorie goal,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_carbohydrates_goal,Nutrition carbohydrates goal,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_consumed_calories,Nutrition consumed calories,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_consumed_carbohydrates,Nutrition consumed carbohydrates,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_consumed_fat,Nutrition consumed fat,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_consumed_protein,Nutrition consumed protein,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_fat_goal,Nutrition fat goal,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_last_logged,Nutrition last logged,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_logged_entries,Nutrition logged entries,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_protein_goal,Nutrition protein goal,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_nutrition_remaining_calories,Nutrition remaining calories,Bedroom,Garmin Connect,garmin_connect,sensor,True,False
sensor.garmin_connect_optimal_bedtime,Optimal bedtime,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_optimal_wake_time,Optimal wake time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_physique_rating,Physique rating,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_power,Power,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_power_2,Power,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_power_3,Power,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_previous_fitness_age,Previous fitness age,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_recovery_time,Recovery time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_rem_sleep,REM sleep,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_remaining_calories,Remaining calories,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_rest_stress_duration,Rest stress duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_rest_stress_percentage,Rest stress percentage,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_resting_heart_rate,Resting heart rate,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_salomon_quest_element,Salomon Quest Element,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_sedentary_time,Sedentary time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_sleep_duration,Sleep duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_sleep_need,Sleep need,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_sleep_score,Sleep score,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_sleeping_time,Sleeping time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_solar_intensity,Solar intensity,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_steps,Steps,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_stress_duration,Stress duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_stress_percentage,Stress percentage,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_stress_qualifier,Stress qualifier,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_total_sleep_duration,Total sleep duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_training_readiness,Training readiness,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_training_status,Training status,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_uncategorized_stress_duration,Uncategorized stress duration,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_uncategorized_stress_percentage,Uncategorized stress percentage,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_unmeasurable_sleep,Unmeasurable sleep,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_user_level,User level,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_user_points,User points,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_vigorous_intensity_minutes,Vigorous intensity minutes,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_visceral_fat,Visceral fat,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_vo2_max,VO2 Max,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wake_time,Wake time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_weekly_distance_average,Weekly distance average,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_weekly_step_average,Weekly step average,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_weight,Weight,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wellness_active_calories,Wellness active calories,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wellness_calories,Wellness calories,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wellness_distance,Wellness distance,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wellness_end_time,Wellness end time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_wellness_start_time,Wellness start time,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_yesterday_distance,Yesterday distance,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.garmin_connect_yesterday_steps,Yesterday steps,Bedroom,Garmin Connect,garmin_connect,sensor,False,False
sensor.gledopto_gl_c_009p_lqi,LQI,Bedroom,Neon,zha,sensor,True,False
sensor.gledopto_gl_c_009p_rssi,RSSI,Bedroom,Neon,zha,sensor,True,False
sensor.hall_led_controller_lqi_8,LQI,Hall,Hall led controller,zha,sensor,True,False
sensor.hall_led_controller_rssi_8,RSSI,Hall,Hall led controller,zha,sensor,True,False
sensor.hall_motion_sensor_battery,Battery,Hall,Hall motion sensor,zha,sensor,False,False
sensor.herunohazumi_bronze_trophies,Bronze trophies,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_gmail_com_area_cleaned,Area cleaned,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_area_cleaned_2,Area cleaned,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_battery,Battery,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_battery_2,Battery,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_cleaning_duration,Cleaning duration,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_cleaning_duration_2,Cleaning duration,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_error,Error,Living Room,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_error_2,Error,,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_filter_lifespan,Filter lifespan,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_filter_lifespan_2,Filter lifespan,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_ip_address,IP address,Living Room,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_ip_address_2,IP address,,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_main_brush_lifespan,Main brush lifespan,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_main_brush_lifespan_2,Main brush lifespan,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_side_brush_lifespan,Side brush lifespan,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_side_brush_lifespan_2,Side brush lifespan,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_area_cleaned,Total area cleaned,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_area_cleaned_2,Total area cleaned,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_cleaning_duration,Total cleaning duration,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_cleaning_duration_2,Total cleaning duration,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_cleanings,Total cleanings,Living Room,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_total_cleanings_2,Total cleans,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_unit_care_lifespan,Unit care lifespan,,herunohazumi@gmail.com,ecovacs,sensor,False,False
sensor.herunohazumi_gmail_com_wi_fi_rssi,Wi-Fi RSSI,Living Room,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_wi_fi_rssi_2,Wi-Fi RSSI,,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_wi_fi_ssid,Wi-Fi SSID,Living Room,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gmail_com_wi_fi_ssid_2,Wi-Fi SSID,,herunohazumi@gmail.com,ecovacs,sensor,True,False
sensor.herunohazumi_gold_trophies,Gold trophies,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_last_online,Last online,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_next_level,Next level,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_now_playing,Now playing,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_online_id,Online ID,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_online_status,Online status,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_platinum_trophies,Platinum trophies,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_silver_trophies,Silver trophies,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.herunohazumi_trophy_level,Trophy level,Mezzanine,herunohazumi,playstation_network,sensor,False,False
sensor.hl_1210w_black_toner_remaining,Black toner remaining,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.hl_1210w_drum_page_counter,Drum page counter,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.hl_1210w_drum_remaining_lifetime,Drum remaining lifetime,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.hl_1210w_drum_remaining_pages,Drum remaining pages,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.hl_1210w_last_restart,Last restart,Mezzanine,HL-1210W,brother,sensor,True,False
sensor.hl_1210w_page_counter,Page counter,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.hl_1210w_status,Status,Mezzanine,HL-1210W,brother,sensor,False,False
sensor.home_assistant_core_cpu_percent,CPU percent,,Home Assistant Core,hassio,sensor,True,False
sensor.home_assistant_core_memory_percent,Memory percent,,Home Assistant Core,hassio,sensor,True,False
sensor.home_assistant_google_drive_backup_cpu_percent,CPU percent,,Home Assistant Google Drive Backup,hassio,sensor,True,False
sensor.home_assistant_google_drive_backup_memory_percent,Memory percent,,Home Assistant Google Drive Backup,hassio,sensor,True,False
sensor.home_assistant_google_drive_backup_newest_version,Newest version,,Home Assistant Google Drive Backup,hassio,sensor,True,False
sensor.home_assistant_google_drive_backup_version,Version,,Home Assistant Google Drive Backup,hassio,sensor,True,False
sensor.home_assistant_host_apparmor_version,AppArmor version,,Home Assistant Host,hassio,sensor,True,False
sensor.home_assistant_host_disk_free,Disk free,,Home Assistant Host,hassio,sensor,True,False
sensor.home_assistant_host_disk_total,Disk total,,Home Assistant Host,hassio,sensor,True,False
sensor.home_assistant_host_disk_used,Disk used,,Home Assistant Host,hassio,sensor,True,False
sensor.home_assistant_host_os_agent_version,OS Agent version,,Home Assistant Host,hassio,sensor,True,False
sensor.home_assistant_operating_system_newest_version,Newest version,,Home Assistant Operating System,hassio,sensor,True,False
sensor.home_assistant_operating_system_version,Version,,Home Assistant Operating System,hassio,sensor,True,False
sensor.home_assistant_supervisor_cpu_percent,CPU percent,,Home Assistant Supervisor,hassio,sensor,True,False
sensor.home_assistant_supervisor_memory_percent,Memory percent,,Home Assistant Supervisor,hassio,sensor,True,False
sensor.hot_tub_cost_monthly,Hot tub cost monthly,,,template,sensor,False,False
sensor.hot_tub_cost_yearly,Hot tub cost yearly,,,template,sensor,False,False
sensor.hot_tub_scheduled_temperature,Hot tub scheduled temperature,,,template,sensor,False,False
sensor.hot_water_charging_bt6_40014,Hot water charging (BT6) (40014),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.hot_water_temperature_50325,Hot water temp. (50325),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.hot_water_top_bt7_40013,Hot water top (BT7) (40013),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.hub_sonoff_100103620a_connection,Hub Connection,,Hub,sonoff,sensor,True,False
sensor.hub_sonoff_100103620a_rssi,Hub RSSI,,Hub,sonoff,sensor,True,False
sensor.immich_cpu_percent,CPU percent,,Immich,hassio,sensor,True,False
sensor.immich_memory_percent,Memory percent,,Immich,hassio,sensor,True,False
sensor.immich_newest_version,Newest version,,Immich,hassio,sensor,True,False
sensor.immich_version,Version,,Immich,hassio,sensor,True,False
sensor.indoor_outdoor_meter_4c23,Temperature,Apartment,Indoor/Outdoor Meter 4C23,switchbot,sensor,False,False
sensor.indoor_outdoor_meter_4c23_battery,Battery,Apartment,Indoor/Outdoor Meter 4C23,switchbot,sensor,False,False
sensor.indoor_outdoor_meter_4c23_bluetooth_signal,Bluetooth signal,Apartment,Indoor/Outdoor Meter 4C23,switchbot,sensor,True,False
sensor.indoor_outdoor_meter_4c23_humidity,Humidity,Apartment,Indoor/Outdoor Meter 4C23,switchbot,sensor,False,False
sensor.indoor_outdoor_meter_73ea,Temperature,Garden back,Indoor/Outdoor Meter 73EA,switchbot,sensor,False,False
sensor.indoor_outdoor_meter_73ea_battery,Battery,Garden back,Indoor/Outdoor Meter 73EA,switchbot,sensor,False,False
sensor.indoor_outdoor_meter_73ea_bluetooth_signal,Bluetooth signal,Garden back,Indoor/Outdoor Meter 73EA,switchbot,sensor,True,False
sensor.indoor_outdoor_meter_73ea_humidity,Humidity,Garden back,Indoor/Outdoor Meter 73EA,switchbot,sensor,False,False
sensor.int_elec_add_heat_49993,Int elec add heat (49993),Storage Room,BA-SVM 10-200/12 E,myuplink,sensor,False,False
sensor.ipad_activity,iPad Activity,,iPad,mobile_app,sensor,False,False
sensor.ipad_app_version,iPad App Version,,iPad,mobile_app,sensor,False,False
sensor.ipad_audio_output,iPad Audio Output,,iPad,mobile_app,sensor,False,False
sensor.ipad_battery_level,iPad Battery Level,,iPad,mobile_app,sensor,False,False
sensor.ipad_battery_state,iPad Battery State,,iPad,mobile_app,sensor,False,False
sensor.ipad_bssid,iPad BSSID,,iPad,mobile_app,sensor,False,False
sensor.ipad_connection_type,iPad Connection Type,,iPad,mobile_app,sensor,False,False
sensor.ipad_geocoded_location,iPad Geocoded Location,,iPad,mobile_app,sensor,False,False
sensor.ipad_last_update_trigger,iPad Last Update Trigger,,iPad,mobile_app,sensor,False,False
sensor.ipad_location_permission,iPad Location permission,,iPad,mobile_app,sensor,False,False
sensor.ipad_pressure,iPad Pressure,,iPad,mobile_app,sensor,False,False
sensor.ipad_sim_1,iPad SIM 1,,iPad,mobile_app,sensor,False,False
sensor.ipad_ssid,iPad SSID,,iPad,mobile_app,sensor,False,False
sensor.ipad_storage,iPad Storage,,iPad,mobile_app,sensor,False,False
sensor.ipad_tomasz_activity,iPad (Tomasz) Activity,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_app_version,iPad (Tomasz) App Version,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_audio_output,iPad (Tomasz) Audio Output,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_battery_level,iPad (Tomasz) Battery Level,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_battery_state,iPad (Tomasz) Battery State,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_bssid,iPad (Tomasz) BSSID,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_connection_type,iPad (Tomasz) Connection Type,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_geocoded_location,iPad (Tomasz) Geocoded Location,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_last_update_trigger,iPad (Tomasz) Last Update Trigger,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_location_permission,iPad (Tomasz) Location permission,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_sim_1,iPad (Tomasz) SIM 1,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_ssid,iPad (Tomasz) SSID,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.ipad_tomasz_storage,iPad (Tomasz) Storage,,iPad (Tomasz),mobile_app,sensor,False,False
sensor.iphone_anna_activity,iPhone (Anna) Activity,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_app_version,iPhone (Anna) App Version,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_audio_output,iPhone (Anna) Audio Output,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_average_active_pace,iPhone (Anna) Average Active Pace,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_battery_level,iPhone (Anna) Battery Level,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_battery_state,iPhone (Anna) Battery State,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_bssid,iPhone (Anna) BSSID,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_connection_type,iPhone (Anna) Connection Type,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_distance,iPhone (Anna) Distance,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_floors_ascended,iPhone (Anna) Floors Ascended,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_floors_descended,iPhone (Anna) Floors Descended,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_geocoded_location,iPhone (Anna) Geocoded Location,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_kiosk_brightness,iPhone (Anna) Kiosk Brightness,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_kiosk_volume,iPhone (Anna) Kiosk Volume,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_last_update_trigger,iPhone (Anna) Last Update Trigger,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_location_permission,iPhone (Anna) Location permission,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_pressure,iPhone (Anna) Pressure,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_sim_1,iPhone (Anna) SIM 1,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_sim_2,iPhone (Anna) SIM 2,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_ssid,iPhone (Anna) SSID,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_steps,iPhone (Anna) Steps,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_anna_storage,iPhone (Anna) Storage,,iPhone (Anna),mobile_app,sensor,False,False
sensor.iphone_tomasz_activity,iPhone (Tomasz) Activity,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_average_active_pace,iPhone (Tomasz) Average Active Pace,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_battery_level,iPhone (Tomasz) Battery Level,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_battery_state,iPhone (Tomasz) Battery State,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_bssid,iPhone (Tomasz) BSSID,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_connection_type,iPhone (Tomasz) Connection Type,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
sensor.iphone_tomasz_distance,iPhone (Tomasz) Distance,Zoe's Room,iPhone (Tomasz),mobile_app,sensor,False,False
